name,url,salary,id_vacancy,employer,employer_url,requirement,responsibility
Учитель робототехники,https://hh.ru/vacancy/79016077,Не указан,79016077,нет данных,нет данных,"Иметь высшее образование по любой специальности (или среднее, но специальное педагогическое) к 1 сентября 2023 года. Диплом МГИМО о педагогической...",Пройти отбор в программу.
Учитель математики,https://hh.ru/vacancy/78843586,50000,78843586,нет данных,нет данных,,"Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в..."
Учитель начальных классов с казахским языком обучения,https://hh.ru/vacancy/79085455,100000,79085455,нет данных,нет данных,"Опыт работы 1-3 года. Любовь к детям. Преподавание - ваше призвание. Педагогическое образование. Проведение занятий согласно планам и расписанию, осуществление...",Знание программы подготовки детей к школе. Ведение групп продленного дня (выполнение домашнего здания с объяснением). Объяснять сложное простым языком. 
Педагог по классу фортепиано,https://hh.ru/vacancy/79111875,50000,79111875,нет данных,нет данных,"Высшее профильное образование. - Опыт работы от 5 лет как со взрослыми, так и с детьми. - Творческое портфолио : записи выступлений учеников...","1500 активных учеников с абонементами. - 60 <highlighttext>преподавателей</highlighttext>. - Ввести индивидуальные занятия с учениками школы. - Определять уровень музыкальной подготовки, подбирать индивидуальную программу..."
Учитель начальных классов,https://hh.ru/vacancy/78642941,55000,78642941,нет данных,нет данных,Знакомство с системой общеобразовательных школ в качестве <highlighttext>учителя</highlighttext> и владение конкретными методиками преподавания. Желателен опыт выпуска детей с 1 по...,"Организовать и реализовать успешное освоение базовой программы начальной школы детьми, находящимися на семейном обучении. Создать комфортную образовательную среду для обучения..."
Преподаватель начальных классов,https://hh.ru/vacancy/78178879,80000,78178879,нет данных,нет данных,"Наличие высшего педагогического образования. Готовность и желание работать с детьми. Высокий уровень самоорганизации. Высокий уровень грамотности. Внимательность, высокие коммуникативные навыки. ","Осуществлять преподавание следующих дисциплин: русский язык, чтение, окружающий мир, математика. Подготавливать детей к участию в профильных олимпиадах и соревнованиях. "
Учитель начальных классов,https://hh.ru/vacancy/79244096,1000,79244096,нет данных,нет данных,"Высшее педагогическое образование (квалификация <highlighttext>учитель</highlighttext> начальных классов). Желательна категория. Грамотная речь, ответственность, порядочность.",Электронный дневник. Выполнение обязанностей <highlighttext>учителя</highlighttext> начальных классов в соответствии с функционалом.
Учитель русского языка и литературы,https://hh.ru/vacancy/79053224,25000,79053224,нет данных,нет данных,"Высшее профессиональное образование, желателен опыт работы по специальности, заинтересованность в результате.","Осуществлять обучение и воспитание обучающихся с учетом специфики предмета и требований ФГОС, способствовать формированию общей культуры личности, социализации, обеспечивать соответствие..."
Вожатый / Ведущий кружков в детский лагерь,https://hh.ru/vacancy/78494659,35000,78494659,нет данных,нет данных,Готовность к интеллектуальным нагрузкам и открытость к новому. Гибкий подход и доброе отношение к детям и вера в их особенности. ,"Следить за гигиеной, состоянием детей. Проводить кружки (если вы мастер чем-то). Помогать детям меняться и находить свой интерес и..."
Монтессори-педагог/Ассистент педагога (Педагог/Воспитатель),https://hh.ru/vacancy/78084328,30000,78084328,нет данных,нет данных,"Дошкольное и/или педагогическое образование (колледж, ВУЗ). Знание специфики дошкольного образования, опыт работы в детском саду (центре). Желательно наличие каких...","Работа с детьми в Монтессори-классе от 3 до 6 лет, сопровождение во всех процессах. Обеспечение выполнения установленного режима дня..."
Учитель начальных классов,https://hh.ru/vacancy/78268992,Не указан,78268992,нет данных,нет данных,Обеспечение достижений и подтверждения обучающимися уровня образования.,"Обеспечение уровня подготовки обучающихся, соответствующего требованиям ФГОС."
Управляющий филиалом детской школы,https://hh.ru/vacancy/79012926,30000,79012926,нет данных,нет данных,1. Целеустремленного и готового работать на результат. 2. Имеющего опыт работы в сфере продаж‍️. 3. Желательно имеющего опыт работы в...,...проведение встреч по партнерству с завучами и <highlighttext>учителями</highlighttext>). 2. Поиск и взаимодействие с <highlighttext>преподавателями</highlighttext>. 3. Выстраивание работы отдела продаж. 4. 
Учитель английского языка в онлайн-школу (удалённо),https://hh.ru/vacancy/79087263,25000,79087263,нет данных,нет данных,Имеете педагогическое образование или являетесь в том числе студентом. Сможете работать по 4-5 часов в промежутке с 5 до...,Разработанная учебная программа и необходимые материалы. Профессиональная поддержка в процессе преподавания.
Учитель начальных классов с казахским языком обучения,https://hh.ru/vacancy/78972175,300000,78972175,нет данных,нет данных,Любить детей. Уметь составлять план. Иметь категорию. Иметь педагогическое образование по профилю. Иметь опыт работы с детьми.,Проводить мониторинговые исследования учебной деятельности. Выполнять внутренний распорядок комплекса.
Ассистент иностранного преподавателя начальных классов/ PYP Teaching assistant,https://hh.ru/vacancy/78509104,35000,78509104,нет данных,нет данных,Высшее педагогическое образование/филологическое (обязательно). Опыт работы от 1 года. Знание английского языка на уровне носителя( В2-С1).,"...<highlighttext>учителями</highlighttext>, <highlighttext>педагогом</highlighttext>-психологом, другими педагогическими работниками, родителями (лицами, их заменяющими) обучающихся, воспитанников. Помогать проводить уроки на английском языке основному <highlighttext>учителю</highlighttext>..."
"Педагог дополнительного образования (скорочтения, грамотного письма и каллиграфии)",https://hh.ru/vacancy/78723808,50000,78723808,нет данных,нет данных,"Педагогическое образование и вы грамотно разговариваете. Умение находить компромисс, позитивный настрой, готовность обучаться и развиваться самому. - Участие в общественно-маркетинговой...","Обучение взрослых, подростков и детей от 4 -х лет в маленьких группах по 2-6 человек по авторским методикам (Скорочтение..."
Преподаватель в студию Электронная музыка,https://hh.ru/vacancy/79080810,20000,79080810,нет данных,нет данных,"Высшее профессиональное образование или среднее профессиональное образование по направлению подготовки ""Образование и педагогика"" или в области, соответствующей преподаваемому предмету, без...","Проводить обучение обучающихся в соответствии с требованиями федеральных государственных образовательных стандартов по направлению студии. Организовывать и контролировать работу обучающихся, индивидуальные..."
Учитель математики,https://hh.ru/vacancy/78877323,35000,78877323,нет данных,нет данных,Высшее педагогическое образование по специальности. Приступить к работе можно будет в начале следующего учебного года (2023-2024 учебный год).,Классное руководство.
Преподаватель по направлению Дошкольное образование в частный Университет,https://hh.ru/vacancy/78956002,5000000,78956002,нет данных,нет данных,Контроль знаний обучающихся. Изучение опыта работы зарубежных учебных заведений. Использовать современные методики и технологии. Знание стратегий коммуникации на изучаемом языке. ,Проведение самостоятельных и практических работ. Руководство практикой обучающихся и их научными работами. Разработка образовательных программ с учебниками. Вдохновлять обучающихся на...
Учитель русского языка и литературы,https://hh.ru/vacancy/79061983,40000,79061983,нет данных,нет данных,,Преподавание в татарской гимназии.
Учитель по английскому языку в начальную школу,https://hh.ru/vacancy/78996033,80000,78996033,нет данных,нет данных,"Высшее образование ( выпускники бакалавриата/ специалитета кафедры английского языка ). Возможность работы до окончания срока контракта. Личностные качества: доброжелательность, энергичность, гибкость. ",Дата выхода на работу: информация предоставляется после утверждения кандидата. Этапы отбора. 1 этап: отбор резюме и объявление отобранных кандидатов: объявление...
Учитель физики,https://hh.ru/vacancy/76865341,95000,76865341,нет данных,нет данных,...школе от 3 лет. Наличие медицинской книжки. Наличие справки об отсутствии/наличии судимости. Наличие результатов независимой диагностики <highlighttext>педагога</highlighttext> по предмету.,"Осуществляет обучение и воспитание обучающихся с учётом специфики требований ФГОС, проводит уроки и другие занятия в соответствии с расписанием в..."
Учитель русского языка и литературы,https://hh.ru/vacancy/78390740,45000,78390740,нет данных,нет данных,Любовь к детям и умение найти общий язык со взрослыми. Профессиональное педагогическое образование. Знание возрастной психологии. Готовность обучаться и работать...,Проводить уроки. Готовить учащихся к участию в конкурсах и олимпиадах. Осуществлять контроль успеваемости и посещаемости. Вести в установленном порядке учебную...
Учитель русского языка и литературы,https://hh.ru/vacancy/78664441,26000,78664441,нет данных,нет данных,"Высшее профессиональное образование или среднее профессиональное образование по направлению подготовки ""Образование и педагогика"", наличие квалификационной категории. Трудоустройство с 01.09...","Преподавание в соответствии с ФГОС. Взаимодействие с <highlighttext>учителями</highlighttext> и родителями обучающихся. Обеспечение безопасности детей, охраны их здоровья, эмоционального комфорта и..."
Методист / разработчик курса по русскому языку для подготовки к ЕГЭ в онлайн-школу,https://hh.ru/vacancy/78931594,,78931594,нет данных,нет данных,"Профильное или педагогическое образование топового вуза. Наличие учеников, которые сдали экзамен на высокие баллы (подтверждённое) / собственный результат в 100 баллов. ","Найм, обучение <highlighttext>преподавателей</highlighttext>: разработка методических тестов, подготовка обучающих вебинаров, методическая поддержка <highlighttext>преподавателей</highlighttext>. Подготовка контента по предмету для социальных сетей. "
Сотрудник на удалённую работу - Преподаватель онлайн обучения по обществознанию (работа из дома),https://hh.ru/vacancy/77296062,42000,77296062,нет данных,нет данных,Профильное образование. Грамотная речь. Для работы из дома нужен компьютер или ноутбук и наушники с микрофоном (гарнитура).,
Учитель начальных классов в частную школу,https://hh.ru/vacancy/78832375,45000,78832375,нет данных,нет данных,"Образование: высшее педагогическое по специализации Начальное образование, <highlighttext>учитель</highlighttext> начальных классов. Опыт работы от 4-х лет. Деловые и личностные качества...","Ведение музыки, изо, технологии, английского языка приходящими <highlighttext>педагогами</highlighttext> - возможность проверки тетрадей, заполнения журналов и подготовки к урокам в течение рабочего..."
Учитель математики,https://hh.ru/vacancy/78833411,45000,78833411,нет данных,нет данных,высшее образование. - отличное знание предмета. - грамотная речь. - ответственность. - коммуникабельность. - ориентированная работа на результат. - любовь к детям.,отсутствие административной работы.
Заместитель директора в школе,https://hh.ru/vacancy/78611139,40000,78611139,нет данных,нет данных,Высшее педагогическое образование. Дополнительное профессиональное образование в сфере государственного и муниципального управления. Опыт работы в образовании от 5 лет. ,"...сведения <highlighttext>педагогов</highlighttext>, составляет расписание учебных занятий и других видов образовательной деятельности, обеспечивает качественную и своевременную замену уроков временно отсутствующих <highlighttext>учителей</highlighttext>..."
Учитель технологии (мальчики),https://hh.ru/vacancy/78792529,40000,78792529,нет данных,нет данных,"Владение современными образовательными технологиями. Свободное владение и обязательное использование в работе информационных технологий (презентации, мультимедиа, интернет и др.).","Оформление школьной документации (в том числе рабочая программа <highlighttext>учителя</highlighttext>, электронный журнал и др.). Ведение деятельности по предмету. Участие в конкурсах..."
Учитель робототехники,https://hh.ru/vacancy/79016090,Не указан,79016090,нет данных,нет данных,"Иметь высшее образование по любой специальности (или среднее, но специальное педагогическое) к 1 сентября 2023 года. Диплом МГИМО о педагогической...",Пройти отбор в программу.
Учитель робототехники,https://hh.ru/vacancy/79016074,Не указан,79016074,нет данных,нет данных,"Иметь высшее образование по любой специальности (или среднее, но специальное педагогическое) к 1 сентября 2023 года. Диплом МГИМО о педагогической...",Пройти отбор в программу.
Учитель русского языка и литературы,https://hh.ru/vacancy/79230501,40000,79230501,нет данных,нет данных,Наличие медицинского допуска. Наличие профильного образования и опыта работы.,Преподавание уроков русского языка и литературы на уровне ООО в соответствии с ФГОС.
"Куратор класса (старший воспитатель) в младшей школе ""Точка притяжения"" (0-6 класс)",https://hh.ru/vacancy/77271968,70000,77271968,нет данных,нет данных,"...группы (6-12 лет) в должностях воспитателя, <highlighttext>учителя</highlighttext>, тьютора, куратора, психолога, <highlighttext>педагога</highlighttext>-организатора, <highlighttext>педагога</highlighttext> дополнительного образования, вожатого, аниматора и т...","Координация усилий <highlighttext>педагогов</highlighttext>, родителей и школьных психологов при решении вопросов и ситуаций, требующих комплексного подхода. Помощь ученикам начальных классов в..."
Учитель начальных классов,https://hh.ru/vacancy/78862817,15000,78862817,нет данных,нет данных,Опыт работы <highlighttext>учителем</highlighttext> начальных классов. Любовь и терпимость к детям.,Репетиторство с начальными классами.
Учитель начальных классов,https://hh.ru/vacancy/78596682,25000,78596682,нет данных,нет данных,"Опыт работы <highlighttext>учителем</highlighttext> начальных классов не менее 5 лет. Желание обучаться и работать по классическим методикам. Грамотная речь, коммуникабельность, объективность. ",Преподавание в начальной школе по программе Русской Классической Школы по готовым методическим материалам и дидактическим пособиям: Прохождение оплачиваемых обучающих семинаров...
Учитель математики,https://hh.ru/vacancy/76527360,20000,76527360,нет данных,нет данных,Опыт работы <highlighttext>учителем</highlighttext> математики. - Высшее педагогическое образование. - Знание современных образовательных методик. - Умение подходить творчески к работе и повышать интерес учеников...,"Подготовка и проведение уроков (индивидуальных и групповых). Работа с электронным журналом, ведение текущей документации. Преподавание математики в 5 - 11 классах. "
Педагог дополнительного образования,https://hh.ru/vacancy/78626170,15000,78626170,нет данных,нет данных,Если есть педагогической образование - то приветствуется. Любить детей. Желание научиться новому.,
Учитель начальных классов,https://hh.ru/vacancy/78156494,Не указан,78156494,нет данных,нет данных,"Высшее педагогическое образование. Опыт работы от пяти лет в образовательных учреждениях. Творческий подход в работе, способность развивать интерес к уроку...","Организовывать образовательный процесс, учитывая возрастные и индивидуальные особенности детей. Создавать благоприятные условия для адаптации детей к школе. Проводить системную методическую..."
Методист,https://hh.ru/vacancy/79166970,Не указан,79166970,нет данных,нет данных,"...проблему / задачу, внимательность и эмпатия, “встроенная” забота о студентах и <highlighttext>преподавателях</highlighttext>, умение аргументированно отстаивать свои идеи. Умение приоритизировать задачи и...","Проектирование образовательных программ вместе с экспертами, <highlighttext>преподавателями</highlighttext> и продюсерами. Внедрение подходящей для достижения образовательных результатов модели обучения на существующие и..."
Учитель начальных классов,https://hh.ru/vacancy/79245985,250000,79245985,нет данных,нет данных,"...работать в коллективе. Курсы обновленной программы образования. Категории <highlighttext>педагог</highlighttext>-исследователь, <highlighttext>педагог</highlighttext>-эксперт, <highlighttext>педагог</highlighttext>-модератор. Опыт работы не менее 3-х...","Обеспечение конц товарами, кабинетами."
Педагог дополнительного образования (скорочтения),https://hh.ru/vacancy/79208980,Не указан,79208980,нет данных,нет данных,1. опыт работы с детьми обязателен. 2. образование психологическое или педагогическое. 3. быстрая обучаемость. 4. доброжелательность и любовь к детям.,В связи с расширением центра открыта вакансия <highlighttext>педагога</highlighttext> в Школа скорочтения и развития памяти у детей по методике Шамиля Ахмадуллина. 
Учитель начальных классов,https://hh.ru/vacancy/79020049,180000,79020049,нет данных,нет данных,Опыт работы в образовании обязателен. -Знание казахского и русского языка обязателен. -Преподавание ваше призвание. -Умеете объяснять сложное простым языком. -,Применяете игровые методики в преподавании. -Поддерживаете дружескую атмосферу.
Преподаватель БЖД И ОБЖ,https://hh.ru/vacancy/78380702,35000,78380702,нет данных,нет данных,"<highlighttext>Педагог</highlighttext> должен учитывать не только возраст и подготовку учеников, но также их интересы и способности. <highlighttext>Преподаватель</highlighttext> должен иметь высшую профессиональную...","Участие в обеспечении функционирования образовательного учреждения при ЧС. Иными словами, <highlighttext>учитель</highlighttext> ОБЖ следит, чтобы средств индивидуальной защиты, огнетушителей и пр. "
Педагог начальных классов,https://hh.ru/vacancy/78775223,,78775223,нет данных,нет данных,,<highlighttext>Педагоги</highlighttext> начальных классов.
Учитель начальных классов,https://hh.ru/vacancy/78957865,40000,78957865,нет данных,нет данных,"Опыт работы в образовательном учреждении не менее 1 года. Высшее/среднее педагогическое образование. Любовь к детям, желание довести до результата. ",С диагностикой способностей и талантов ребенка. С реализацией школьной программы в удобном ребенку и семье формате. Самоопределением ребенка через тьюторское...
Репетитор для учеников начальной школы (удалённо),https://hh.ru/vacancy/79050442,30000,79050442,нет данных,нет данных,"Опыт преподавания/репетиторства более 6 месяцев. Наличие персонального компьютера или ноутбука, с видеокамерой и микрофоном, а также стабильного интернет соединения. ",
Педагог дополнительного образования (скорочтение и ментальная арифметика),https://hh.ru/vacancy/79062971,30000,79062971,нет данных,нет данных,Хорошая возможность получить практические знания и опыт! Ориентирован на развитие и качественное образование. Понимает ценность и разницу креативного пространства IQ...,"Подойдёт тем, кто. Проведение вводных ознакомительных занятий. Ведение документации по своим ученикам."
Учитель русского языка и литературы,https://hh.ru/vacancy/79016101,Не указан,79016101,нет данных,нет данных,"Иметь высшее образование по любой специальности (или среднее, но специальное педагогическое) к 1 сентября 2023 года. Диплом МГИМО о педагогической...",Пройти отбор в программу.
Учитель технологии,https://hh.ru/vacancy/78882189,16242,78882189,нет данных,нет данных,"Высшее образование или средне-профессиональное образование, соответствующее профилю. Отсутствие ограничений к занятию педагогической деятельностью. Прохождение предварительного и периодических медицинских осмотров...",Разработка и реализация программ учебных дисциплин в рамках основной общеобразовательной программы. Осуществление профессиональной деятельности в соответствии с требованиями федеральных государственных...
Учитель русского языка и литературы,https://hh.ru/vacancy/79176906,20000,79176906,нет данных,нет данных,Высшее образование. Знание предмета и возрастной психологии. Можно без опыта.,Обучение и воспитание. Ведение электронного дневника. Ведение внеурочной деятельности. Классное руководство.
Учитель начальных классов,https://hh.ru/vacancy/78851283,30000,78851283,нет данных,нет данных,Опыт работы в образовании от трех лет.,"...предмету начальное образование <highlighttext>педагогам</highlighttext>, учебно-методическая работа, связанной с реализацией дополнительных профессиональных программ. 2) обеспечение профессиональной поддержки <highlighttext>преподавателей</highlighttext> кафедры, контроль..."
Учитель начальных классов,https://hh.ru/vacancy/79105910,30000,79105910,нет данных,нет данных,Высшее образование. Владение педагогическими технологиями реализации компетентностного подхода с учетом возрастных и индивидуальных особенностей обучающихся.,Осуществление профессиональной деятельности в соответствии с требованиями федеральных государственных образовательных стандартов. Планирование и проведение учебных занятий. Систематический анализ эффективности учебных...
Учитель начальной школы,https://hh.ru/vacancy/79146434,Не указан,79146434,нет данных,нет данных,Опыт работы от 6 лет.,Преподавание в начальных классах.
Учитель русского языка и литературы,https://hh.ru/vacancy/78983324,54000,78983324,нет данных,нет данных,"Педагогическое образование (основное). Наличие квалификационной категории. Знание ФГОС, КПК. Наличие медицинской книжки. Уверенный пользователь ПК. Ответственность, исполнительность, пунктуальность, коммуникабельность, любовь...","Преподавание русского языка и литературы в 5-11 классах. Подготовка к ОГЭ и ЕГЭ, классное руководство."
Методист по начальной школе,https://hh.ru/vacancy/78936658,Не указан,78936658,нет данных,нет данных,"Высшее профессиональное образование по специальности (педагогика, начальная школа, методист). 2. Опыт работы <highlighttext>учителем</highlighttext> начальных классов, заместителем директора/методистом обязателен. ","Участие в разработке и реализации мероприятий для выпускников начального общего образования. 11. Координация текущей деятельности <highlighttext>учителей</highlighttext>, реализующих образовательные программы начального..."
Учитель начальных классов,https://hh.ru/vacancy/78896833,Не указан,78896833,нет данных,нет данных,,Преподавание в начальных классах.
Учитель по шахматам,https://hh.ru/vacancy/79162798,120000,79162798,нет данных,нет данных,"Заинтересованность своей работы. Свободное владение казахским и русским языком. Требования: Аккуратный опрятный внешний вид, грамотная речь.",Настрой на долгосрочное сотрудничество.
Социальный педагог,https://hh.ru/vacancy/79154613,30000,79154613,нет данных,нет данных,"Изучение психолого-педагогических особенностей личности обучающихся. - Высшее профессиональное образование или средне-профессиональное образование по направлению подготовки ""Образование и педагогика"" или...","Организация работы по осуществлению комплекса мероприятий по социальной защите обучающихся. - Принятие мер по социальной защите и социальной помощи обучающимся, создание..."
"Учитель истории и обществознания (экономика, право)",https://hh.ru/vacancy/79070003,40000,79070003,нет данных,нет данных,"Высшее профессиональное образование по направлению подготовки ""Образование и педагогика"" или в области, подходящей преподаваемому предмету.",Осуществлять обучение и воспитание учащихся с учетом специфики преподаваемого предмета.
Педагог начальных классов,https://hh.ru/vacancy/79185125,200000,79185125,нет данных,нет данных,"Обеспечивает педагогически обоснованный выбор форм, средств и методов работы, исходя из психофизиологической целесообразности. Выявляет творческие способности детей, способствует развитию нравственно...",Создает условия безопасности жизни и здоровья воспитанников и работников организации во время воспитательно-образовательного процесса. Обеспечивает психолого-педагогическое сопровождение детей...
Заведующий учебной и воспитательной работой в спортивной школе,https://hh.ru/vacancy/78953468,40000,78953468,нет данных,нет данных,"Высшее образование, опыт работы от 5 лет в образовательном учреждении, ответственность, способность к обучению, желание работать в команде, узнавать новое.","Обеспечение и контроль учебного процесса, расчет педагогической нагрузки, взаимодействие с <highlighttext>преподавателями</highlighttext>."
Учитель ИЗО,https://hh.ru/vacancy/79113547,20000,79113547,нет данных,нет данных,Высшее или среднее профессиональное образование. Мед.книжка.,Соблюдение требований ФГОС. Разработка учебной программы. Обучение и воспитание детей с учетом специфики своего предмета. Организация внеурочной занятости по предмету...
Педагог дошкольного развития,https://hh.ru/vacancy/78927407,20000,78927407,нет данных,нет данных,"Мы в поиске специалиста в любой области дошкольного образования. Высшее профессиональное образование. Опыт работы с детьми РАС, СДВГ, нарушением поведения...","Проведение первичных консультаций, в том числе со смежными специалистами (психолог, нейропсихолог, дефектолог, логопед). Проведение индивидуальных занятий с детьми. "
Учитель начальных классов,https://hh.ru/vacancy/77410916,20000,77410916,нет данных,нет данных,"Профильное образование. Высокие коммуникативные навыки. Порядочность и ответственность. Принятие ценностей школы. Умение находить компромисс, позитивный настрой, готовность обучаться и развиваться...","Обучение про программе НОО ""Школа России"". Информирование родителей о результатах обучения. Индивидуальный подход к каждому ребенку. Контроль усвоения материала программы..."
Педагог-организатор,https://hh.ru/vacancy/79135334,15000,79135334,нет данных,нет данных,"Педагогическое образование. Опыт работы с детьми и на сцене, мед. книжка с сан. минимумом, справка о несудимости.","Написание сценариев, проведение мероприятий по плану, участие в конкурсах различного уровня. Работа с детьми и ученическим самоуправлением."
Учитель начальных классов,https://hh.ru/vacancy/78127522,21000,78127522,нет данных,нет данных,"Самое главное - вы любите детей так же, как мы любим их! Вам нравится педагогический процесс. У вас есть педагогическое образование...",Проводить индивидуальные онлайн-уроки с детьми от 5-12 лет. Общаться с родителями.
Учитель английского языка,https://hh.ru/vacancy/79173342,Не указан,79173342,нет данных,нет данных,Свободный английский. Высшее профильное образование. Опыт работы с детьми до 12 лет. Наличие авторских дидактических материалов. Знание ФГОС НОО. ,"Проводит уроки в 1-4 классах, занятия в рамках внеурочной деятельности. Реализует авторские программы дополнительного образования. Организует и проводит образовательные..."
